Filename,SISDR_MVDR,SISDR_Model,SISDR_Improvement,STOI_MVDR,STOI_Model,STOI_Improvement,ViSQOL_MOS_MVDR,ViSQOL_MOS_Model,ViSQOL_MOS_Improvement,ViSQOL_NSIM_MVDR,ViSQOL_NSIM_Model,ViSQOL_NSIM_Improvement
1000_part2_C_24_part6.wav,3.34245237261925,8.15237230304808,4.80991993042883,0.651907017520764,0.861298423450653,0.209391405929889,2.18953862732722,2.91228397876495,0.722745351437726,0.449487742623914,0.591506133948412,0.142018391324498
1007_part2_A_7332_part3.wav,2.3519039205363,8.31129666068093,5.95939274014463,0.56809975618962,0.771123731559304,0.203023975369684,2.3520128202302,3.02104332436135,0.669030504131157,0.481440809004461,0.612850270178859,0.131409461174398
1007_part2_B_528_part16.wav,-0.473323479071883,8.3762488864711,8.84957236554299,0.638406414488347,0.845782518934496,0.20737610444615,2.27266793904116,3.01336251178877,0.740694572747612,0.465838377458574,0.61134313328472,0.145504755826146
1007_part3_C_60_part27.wav,4.268038621815,7.43536848948629,3.16732986767129,0.575794768008937,0.845380932604906,0.269586164595969,2.07582607441727,2.69403169002109,0.618205615603814,0.427115032722509,0.548652673036512,0.121537640314003
1007_part3_C_632_part1.wav,3.99722245597828,7.34692389449468,3.3497014385164,0.620337289134198,0.863142255048305,0.242804965914107,2.25420259132132,2.79215685400416,0.53795426268284,0.462206800022277,0.567922886077146,0.105716086054869
1007_part4_A_32_part65.wav,3.17736146373606,9.10334079706427,5.9259793333282,0.515427706879121,0.865812157090175,0.350384450211055,2.44424726261561,3.22509910015932,0.780851837543708,0.499573132762693,0.652877473971137,0.153304341208444
1008_part3_A_765_part4.wav,5.50011062691138,9.83218561702756,4.33207499011617,0.492137696100947,0.893906123574607,0.40176842747366,2.77658350739037,3.29425755626928,0.517674048878904,0.564864912345649,0.666437861577775,0.101572949232126
100_part2_B_320_part78.wav,2.35876355912531,8.07089550996449,5.71213195083918,0.659112502189757,0.908410673949573,0.249298171759816,1.8461365662345,3.10354891559709,1.25741234936259,0.38190052644144,0.62903739167404,0.2471368652326
1013_part2_A_7855_part5.wav,3.7700376867483,9.32707713919406,5.55703945244576,0.644034102387794,0.870593766427536,0.226559664039743,2.59177646035222,3.35557683616535,0.763800375813138,0.528565282559607,0.678458793744275,0.149893511184668
1015_part3_B_212_part37.wav,3.51581601997603,8.49183985357104,4.97602383359501,0.620290238309205,0.827052228170678,0.206761989861473,2.51005681432462,3.30887715796209,0.798820343637471,0.512507499728284,0.669304067016012,0.156796567287728
1017_part5_A_12123_part3.wav,4.23556840558546,9.67234068929418,5.43677228370872,0.594458591227849,0.858122522239434,0.263663931011585,2.00533221895509,2.87295773958613,0.867625520631048,0.413241633168438,0.583786587260699,0.170544954092261
1018_part3_C_226_part5.wav,3.12873600464305,7.75522876803278,4.62649276338973,0.533417451497078,0.816823563831373,0.283406112334295,1.56303005816039,2.34365204153692,0.780621983376533,0.326127417178576,0.479796916820053,0.153669499641477
1020_part2_A_1748_part4.wav,2.99987798369024,8.59294143678643,5.59306345309619,0.497002281181869,0.755748103800816,0.258745822618947,2.60219306498112,3.28480160819251,0.682608543211389,0.530611843229777,0.664583934407066,0.133972091177289
1024_part3_A_68_part223.wav,4.213876414099,9.44575144086695,5.23187502676795,0.659494635869029,0.889510973896545,0.230016338027515,2.14229416576005,2.9933083368043,0.851014171044258,0.4401934302174,0.607407917340817,0.167214487123418
1030_part2_A_5106_part2.wav,3.80344131561702,8.0309835320713,4.22754221645428,0.555068971940669,0.801496867628241,0.246427895687571,2.2763371363216,3.05361593848375,0.777278802162156,0.466559973755625,0.619241312361504,0.152681338605879
1031_part3_C_447_part16.wav,1.86489953336822,7.79225837382434,5.92735884045612,0.481938329017004,0.765232195534056,0.283293866517052,1.80778305330554,2.55050617962613,0.742723126320587,0.3743475418801,0.520456234135638,0.146108692255538
1032_part2_A_11689_part5.wav,2.66683457358161,10.8732771517372,8.20644257815559,0.540008782142449,0.844288785284931,0.304280003142482,1.73583067393985,2.52566194354136,0.78983126960151,0.360175533504537,0.515574190610598,0.155398657106061
1032_part4_C_270_part12.wav,3.61820522181694,11.9518557767466,8.33365055492968,0.576717854137615,0.867427901346491,0.290710047208876,1.76038753862202,2.69315533916954,0.932767800547521,0.365012693314741,0.548480545925565,0.183467852610825
1033_part3_A_83_part120.wav,4.7996842319934,11.1389904578264,6.33930622583301,0.428365692296254,0.735813801754534,0.307448109458279,1.98822206232674,3.07143606824804,1.0832140059213,0.409873855713768,0.6227375166679,0.212863660954132
1033_part5_A_11_part93.wav,4.01918829354366,9.04856774088372,5.02937944734006,0.522323940435661,0.805620710835258,0.283296770399597,1.67649500404341,2.44641617278541,0.769921168742001,0.348486227109102,0.499999456703459,0.151513229594357
1034_part2_C_100_part99.wav,7.0136218820563,9.37637374217908,2.36275186012278,0.664506223114755,0.86449154396432,0.199985320849565,1.88321822645157,2.63266374275894,0.749445516307369,0.389202207282819,0.536598076589907,0.147395869307088
1035_part5_B_145_part133.wav,2.44772403957031,10.5420339800069,8.09430994043654,0.540537585144873,0.784348443322241,0.243810858177367,1.3712713701591,2.31367798421791,0.942406614058809,0.288322907923787,0.473903089708331,0.185580181784544
1039_part3_B_387_part34.wav,1.03713916557321,12.3976590882119,11.3605199226387,0.596985764636763,0.880128568135485,0.283142803498722,1.56382689200896,2.22911940381927,0.665292511810319,0.326284463996124,0.45727336694139,0.130988902945266
1041_part4_B_256_part279.wav,4.13158062031395,10.7415805436359,6.60999992332197,0.569904124162975,0.83733953908178,0.267435414918805,1.82114477190879,2.95769430879477,1.13654953688597,0.376978974537636,0.600418813899277,0.223439839361641
1042_part2_B_146_part6.wav,2.26637556050453,9.76077856888937,7.49440300838484,0.509052040771356,0.82555894111465,0.316506900343294,1.66259525923119,2.62888928830884,0.966294029077655,0.34574763052133,0.535856581731577,0.190108951210248
